,Year,Type,Country,Area,Activity,Sex ,Fatal (Y/N),Month,New_Age
958,2010,Unprovoked,FIJI,Vitu Levu,Surfing,M,N,12,
959,2010,Unprovoked,USA,Hawaii,Surfing,M,N,12,46
960,2010,Unprovoked,EGYPT,South Sinai Peninsula,Water Sports,F,Y,12,70
961,2010,Unprovoked,INDONESIA,Bali,Surfing,M,N,12,
962,2010,Unprovoked,EGYPT,South Sinai Peninsula,Water Sports,M,N,12,54
963,2010,Unprovoked,EGYPT,South Sinai Peninsula,Water Sports,M,N,12,46
964,2010,Unprovoked,EGYPT,South Sinai Peninsula,Water Sports,F,N,11,70
965,2010,Unprovoked,EGYPT,South Sinai Peninsula,Water Sports,F,N,11,48
966,2010,Unprovoked,SAMOA,,Fishing,M,N,11,47
967,2010,Invalid,AUSTRALIA,Western Australia,Swimming,M,,11,
968,2010,Provoked,USA,Palmyra Atoll,Water Sports,M,N,11,33
969,2010,Unprovoked,DOMINICAN REPUBLIC,,Water Sports,M,Y,11,21
970,2010,Unprovoked,INDONESIA,Bali,Surfing,M,N,11,
971,2010,Boat,AUSTRALIA,Western Australia,Fishing,M,N,11,
972,2010,Unprovoked,AUSTRALIA,Western Australia,Water Sports,F,N,10,20
973,2010,Unprovoked,AUSTRALIA,Western Australia,Fishing,M,N,10,
974,2010,Unprovoked,USA,Oregon,Surfing,M,N,10,
975,2010,Provoked,AZORES,,Fishing,M,N,10,
976,2010,Unprovoked,USA,Maine,Water Sports,M,N,10,30
977,2010,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,N,10,14
978,2010,Unprovoked,USA,California,Surfing,M,Y,10,19
979,2010,Unprovoked,EGYPT,South Sinai Peninsula,Water Sports,F,N,10,
980,2010,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,10,22
981,2010,Unprovoked,BAHAMAS,Exuma Islands,Water Sports,M,N,10,
982,2010,Unprovoked,BAHAMAS,Abaco Islands,Surfing,F,N,10,
983,2010,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,10,
984,2010,Unprovoked,USA,Oregon,Surfing,M,N,9,29
985,2010,Unprovoked,USA,Virginia,Surfing,M,N,9,18
986,2010,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,Y,9,29
987,2010,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,9,15
988,2010,Unprovoked,USA,Florida,Swimming,M,N,9,27
989,2010,Unprovoked,TONGA,Ha'api ,Swimming,M,N,9,24
990,2010,Unprovoked,USA,Florida,Surfing,M,N,9,
991,2010,Unprovoked,USA,Florida,Surfing,M,N,9,24
992,2010,Unprovoked,USA,Florida,Surfing,M,N,9,24
993,2010,Unprovoked,SOLOMON ISLANDS,Western Province,,M,N,9,34
994,2010,Invalid,BAHAMAS,Exuma Islands,Swimming,M,,8,43
995,2010,Unprovoked,USA,Florida,Surfing,M,N,8,10
996,2010,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,Y,8,31
997,2010,Boat,USA,California,Fishing,M,N,8,45
998,2010,Provoked,AUSTRALIA,Queensland,Fishing,F,N,8,
999,2010,Unprovoked,SOUTH KOREA,Jeju Province,Swimming,F,N,8,16
1000,2010,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,8,47
1001,2010,Unprovoked,USA,North Carolina,Surfing,M,N,8,25
1002,2010,Unprovoked,MALTA,,Surfing,M,N,8,35
1003,2010,Invalid,USA,Florida,Swimming,F,,8,
1004,2010,Boat,USA,California,Water Sports,M,N,8,
1005,2010,Unprovoked,USA,Florida,Swimming,F,N,8,37
1006,2010,Unprovoked,USA,South Carolina,Swimming,M,N,7,16
1007,2010,Unprovoked,USA,Florida,Surfing,M,N,7,20
1008,2010,Unprovoked,USA,South Carolina,Swimming,M,N,7,10
1009,2010,Unprovoked,USA,North Carolina,Swimming,F,N,7,13
1010,2010,Unprovoked,USA,Florida,Surfing,M,N,7,55
1011,2010,Provoked,SPAIN,Grand Canary Island,Swimming,M,N,7,9
1012,2010,Unprovoked,USA,Texas,Fishing,M,N,7,
1013,2010,Provoked,USA,Florida,Fishing,M,N,7,
1014,2010,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Water Sports,F,N,7,21
1015,2010,Provoked,USA,New York,Fishing,M,N,7,20
1016,2010,Unprovoked,USA,California,Surfing,M,N,7,19
1017,2010,Unprovoked,USA,California,Surfing,M,N,7,48
1018,2010,Unprovoked,USA,Texas,Surfing,M,N,6,20
1019,2010,Unprovoked,USA,South Carolina,Surfing,F,N,6,6
1020,2010,Unprovoked,USA,North Carolina,Swimming,F,N,6,13
1021,2010,Unprovoked,VIETNAM,Binh Dinh Province,Swimming,M,N,6,17
1022,2010,Unprovoked,USA,Florida,Surfing,F,N,6,18
1023,2010,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,N,6,40
1024,2010,Unprovoked,USA,Florida,Surfing,M,N,6,20
1025,2010,Provoked,USA,Florida,Fishing,M,N,5,49
1026,2010,Unprovoked,VIETNAM,Binh Dinh Province,Other,F,N,5,58
1027,2010,Unprovoked,VIETNAM,Binh Dinh Province,Swimming,F,N,5,60
1028,2010,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,5,
1029,2010,Unprovoked,MADAGASCAR,Antsiranana Province,Water Sports,M,N,5,59
1030,2010,Unprovoked,USA,Florida,Swimming,F,N,5,10
1031,2010,Provoked,USA,Florida,Other,M,N,4,29
1032,2010,Unprovoked,USA,Hawaii,Surfing,M,N,4,68
1033,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,4,35
1034,2010,Unprovoked,EGYPT,Sinai Peninsula,Swimming,M,N,4,24
1035,2010,Unprovoked,REUNION,Saint-Benoit,Surfing,M,N,3,34
1036,2010,Unprovoked,NEW ZEALAND,South Island,Swimming,M,N,2,
1037,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,2,
1038,2010,Unprovoked,FIJI,Off Vanua Levu,Water Sports,M,Y,2,19
1039,2010,Unprovoked,AUSTRALIA,Queensland,Water Sports,F,N,2,60
1040,2010,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,2,46
1041,2010,Provoked,NEW ZEALAND,South Island,Fishing,M,N,2,
1042,2010,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,2,18
1043,2010,Provoked,USA,Florida,Surfing,M,N,2,
1044,2010,Invalid,GUAM,Merizo,Fishing,M,,2,31
1045,2010,Unprovoked,USA,Florida,Surfing,M,Y,2,38
1046,2010,Provoked,NEW ZEALAND,South Island,Surfing,F,N,2,14
1047,2010,Unprovoked,BRAZIL,Rio Grande Do Sul,Surfing,M,N,1,29
1048,2010,Unprovoked,AUSTRALIA,Queensland,Surfing,M,N,1,
1049,2010,Unprovoked,UNITED ARAB EMIRATES (UAE),Dubai,Surfing,M,N,1,54
1050,2010,Unprovoked,AUSTRALIA,Victoria,Surfing,M,N,1,
1051,2010,Unprovoked,SOUTH AFRICA,Western Province,Swimming,M,Y,1,37
1052,2010,Unprovoked,AUSTRALIA,Torres Strait,Water Sports,F,N,1,9
1053,2010,Unprovoked,VIETNAM,Binh Dinh Province,,F,N,1,
1054,2010,Unprovoked,VIETNAM,Binh Dinh Province,,M,N,1,
1055,2010,Unprovoked,VIETNAM,Binh Dinh Province,Swimming,M,N,1,
1056,2010,Unprovoked,USA,Florida,Fishing,M,N,1,32
1057,2010,Unprovoked,SOUTH AFRICA,Eastern Province,Surfing,M,N,1,
1058,2009,Unprovoked,SOUTH AFRICA,Eastern Cape  Province,Swimming,M,N,12,20
1059,2009,Provoked,AUSTRALIA,New South Wales,Swimming,M,N,12,55
1060,2009,Unprovoked,MOZAMBIQUE,Maputo Province,Swimming,M,N,12,27
1061,2009,Boat,AUSTRALIA,Queensland,Water Sports,M,N,12,
1062,2009,Unprovoked,AUSTRALIA,Queensland,Fishing,M,N,12,18
1063,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Y,12,22
1064,2009,Invalid,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,,12,
1065,2009,Unprovoked,NEW ZEALAND,South Island,Swimming,M,Y,12,24
1066,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,12,39
1067,2009,Boat,AUSTRALIA,New South Wales,Water Sports,,N,12,
1068,2009,Provoked,USA,New Jersey,Water Sports,M,N,12,58
1069,2009,Invalid,USA,California,Surfing,M,,11,49
1070,2009,Unprovoked,USA,Florida,Swimming,M,N,11,10
1071,2009,Unprovoked,USA,California,Fishing,M,N,11,31
1072,2009,Unprovoked,USA,Florida,Surfing,M,N,11,22
1073,2009,Unprovoked,USA,Florida,Surfing,F,N,11,27
1074,2009,Unprovoked,USA,Florida,Surfing,M,N,11,18
1075,2009,Unprovoked,AUSTRALIA,South Australia,Water Sports,M,N,11,25
1076,2009,Unprovoked,USA,California,Surfing,M,N,11,21
1077,2009,Boat,AUSTRALIA,Victoria,Water Sports,M,N,10,27
1078,2009,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,M,N,10,
1079,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,N,10,17
1080,2009,Unprovoked,USA,California,Surfing,M,N,10,
1081,2009,Unprovoked,USA,Hawaii,Surfing,M,N,10,54
1082,2009,Unprovoked,PANAMA,Bocas,Swimming,F,N,10,10
1083,2009,Provoked,SCOTLAND,Fife,Water Sports,M,N,10,23
1084,2009,Unprovoked,AUSTRALIA,Western Australia,Water Sports,M,N,10,23
1085,2009,Unprovoked,USA,California,Surfing,M,N,10,
1086,2009,Provoked,UNITED KINGDOM,Devon,Fishing,M,N,10,39
1087,2009,Unprovoked,USA,Florida,Swimming,M,N,9,
1089,2009,Provoked,SOMALIA,,Fishing,M,N,9,
1090,2009,Provoked,BRAZIL,Pernambuco,,M,Y,9,34
1091,2009,Invalid,USA,North Carolina,Swimming,M,Y,9,60
1092,2009,Unprovoked,BRAZIL,Pernambuco,Swimming,M,Y,9,15
1093,2009,Invalid,NEVIS,,Swimming,M,,9,
1094,2009,Provoked,SOLOMON ISLANDS,Makira-Ulawa Province,Fishing,M,N,9,
1095,2009,Unprovoked,USA,California,Surfing,M,N,8,
1096,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,Y,8,25
1097,2009,Unprovoked,USA,California,Swimming,F,N,8,22
1098,2009,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N,8,
1099,2009,Unprovoked,USA,Florida,Swimming,M,N,8,26
1100,2009,Unprovoked,USA,Hawaii,Surfing,M,N,8,
1101,2009,Unprovoked,USA,Louisiana,Fishing,M,N,8,56
1102,2009,Unprovoked,BAHAMAS,Abaco Islands,Fishing,M,N,7,14
1103,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,7,14
1104,2009,Unprovoked,VIETNAM,Binh Dinh Province,Swimming,F,N,7,41
1105,2009,Unprovoked,KENYA,Mombasa,Other,M,Y,7,
1106,2009,Unprovoked,USA,Texas,Swimming,F,N,7,14
1107,2009,Invalid,SPAIN,Catalunya,Swimming,F,,7,11
1108,2009,Unprovoked,USA,North Carolina,Swimming,F,N,7,26
1109,2009,Unprovoked,USA,Florida,Swimming,F,N,7,19
1110,2009,Unprovoked,VIETNAM,Binh Dinh Province,Swimming,M,N,7,57
1111,2009,Provoked,BAHAMAS,,Fishing,M,N,7,
1112,2009,Unprovoked,USA,California,Surfing,M,N,7,
1113,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,7,37
1114,2009,Unprovoked,USA,Florida,Surfing,F,N,7,12
1115,2009,Provoked,USA,Florida,Swimming,F,N,7,43
1116,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,6,52
1117,2009,Invalid,USA,California,Surfing,M,,6,26
1118,2009,Invalid,USA,Florida,Other,M,,6,14
1119,2009,Provoked,VIETNAM,,Fishing,M,N,6,
1120,2009,Unprovoked,EGYPT,St. Johns Reef,Water Sports,M,N,6,
1121,2009,Unprovoked,EGYPT,St. Johns Reef,Water Sports,M,N,6,
1122,2009,Unprovoked,EGYPT,St. Johns Reef,Water Sports,F,Y,6,50
1123,2009,Provoked,TAIWAN,Off Green Island,Fishing,M,N,5,46
1124,2009,Provoked,USA,Florida,Swimming,M,N,5,
1125,2009,Unprovoked,USA,Florida,Surfing,M,N,5,31
1126,2009,Unprovoked,USA,Florida,Surfing,M,N,5,49
1127,2009,Unprovoked,USA,Florida,Surfing,M,N,5,55
1128,2009,Provoked,GUAM,North Region,Fishing,M,N,5,27
1129,2009,Provoked,BAHAMAS,Exuma Islands,Fishing,M,N,5,48
1130,2009,Unprovoked,USA,Florida,,F,N,4,
1131,2009,Unprovoked,USA,California,Surfing,M,N,4,
1132,2009,Unprovoked,USA,Florida,Surfing,M,N,4,20
1133,2009,Unprovoked,PHILIPPINES,Batangas province,Swimming,M,N,4,23
1134,2009,Unprovoked,USA,Florida,Surfing,M,N,4,52
1135,2009,Unprovoked,USA,Florida,Surfing,M,N,4,31
1136,2009,Invalid,USA,Hawaii,Fishing,M,,4,49
1137,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,4,40
1138,2009,Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,,4,24
1139,2009,Unprovoked,USA,California,Fishing,M,N,4,
1140,2009,Unprovoked,USA,Florida,Swimming,M,N,4,15
1141,2009,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N,3,59
1142,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Y,3,16
1143,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,3,17
1144,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,3,
1145,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,N,3,
1146,2009,Unprovoked,USA,Florida,Surfing,F,N,3,17
1147,2009,Unprovoked,MALAYSIA,Strait of Malacca,Fishing,F,N,3,
1148,2009,Unprovoked,USA,Hawaii,Swimming,M,N,3,61
1149,2009,Provoked,AUSTRALIA,Western Australia,Swimming,M,N,3,21
1150,2009,Unprovoked,NEW CALEDONIA,South Province,Surfing,M,Y,3,19
1151,2009,Provoked,SOUTH AFRICA,Western Cape Province,Fishing,M,N,3,40
1152,2009,Boat,NEW ZEALAND,North Island,Fishing,M,N,3,
1153,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,3,15
1154,2009,Unprovoked,AUSTRALIA,Queensland,Fishing,M,N,2,
1155,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,2,
1156,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,2,33
1157,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,2,31
1158,2009,Sea Disaster,USA,Puerto Rico,Accident,M,Y,2,
1159,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,2,41
1160,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,2,
1161,2009,Provoked,AZORES,,Fishing,M,N,1,49
1162,2009,Invalid,BRAZIL,,,M,,1,17
1163,2009,Unprovoked,CUBA,Guantanamo Province,Fishing,M,N,1,15
1164,2009,Boat,NEW ZEALAND,North Island,Fishing,,N,1,
1165,2009,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,N,1,19
1166,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,Y,1,25
1167,2009,Invalid,BRAZIL,Maranhão,Swimming,M,,1,17
1168,2009,Boat,AUSTRALIA,Victoria,Fishing,M,N,1,
1169,2009,Unprovoked,NEW ZEALAND,South Island,Surfing,M,N,1,
1170,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,,,Y,1,
1171,2009,Unprovoked,AUSTRALIA,New South Wales,Water Sports,M,N,1,24
1172,2009,Unprovoked,AUSTRALIA,Tasmania,Surfing,F,N,1,13
1173,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,1,31
1174,2009,Boat,NEW ZEALAND,North Island,Fishing,,N,1,
1175,2009,Unprovoked,ECUADOR,Galapagos Islands,Surfing,M,N,1,22
1176,2009,Unprovoked,NEW ZEALAND,North Island,Swimming,M,N,1,49
1177,2009,Unprovoked,CUBA,Guantanamo Province,Fishing,,N,1,
1178,2008,Invalid,AUSTRALIA,Western Australia,Other,,,12,
1179,2008,Boat,AUSTRALIA,Tasmania,Other,,N,12,
1180,2008,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,12,10
1181,2008,Boat,AUSTRALIA,New South Wales,Water Sports,M,N,12,29
1182,2008,Unprovoked,AUSTRALIA,Western Australia,Water Sports,M,Y,12,51
1183,2008,Boat,USA,California,Water Sports,M,N,12,
1184,2008,Unprovoked,NEW ZEALAND,North Island,Fishing,M,N,12,
1185,2008,Provoked,SOUTH AFRICA,Western Cape Province,Fishing,M,N,12,15
1186,2008,Boat,AUSTRALIA,New South Wales,Fishing,,N,12,
1187,2008,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,M,Y,12,
1188,2008,Unprovoked,EGYPT,Red Sea,Water Sports,F,N,11,
1189,2008,Sea Disaster,PHILIPPINES,Batanes Provine,Accident,M,N,11,
1190,2008,Unprovoked,ECUADOR,Galapagos Islands,,F,N,11,
1191,2008,Boat,AUSTRALIA,South Australia,Fishing,M,N,11,
1192,2008,Sea Disaster,TAIWAN,,Fishing,M,Y,11,45
1193,2008,Unprovoked,PHILIPPINES,Luzon,Fishing,M,Y,11,39
1194,2008,Provoked,AUSTRALIA,New South Wales,Water Sports,M,N,10,34
1195,2008,Unprovoked,NEW CALEDONIA,,Fishing,M,N,10,24
1196,2008,Provoked,AUSTRALIA,Northern Territory,Fishing,M,N,10,50
1197,2008,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,10,15
1198,2008,Unprovoked,USA,Florida,Fishing,M,N,10,11
1199,2008,Unprovoked,CROATIA," Split-Dalmatia Count,",Fishing,M,N,10,43
1200,2008,Unprovoked,USA,Florida,Surfing,M,N,9,44
1201,2008,Unprovoked,USA,Florida,Surfing,M,N,9,40
1202,2008,Provoked,AUSTRALIA,Northern Territory,Swimming,M,N,9,43
1203,2008,Unprovoked,USA,Florida,Swimming,M,N,9,32
1204,2008,Unprovoked,USA,Hawaii,Surfing,M,N,9,40
1205,2008,Unprovoked,USA,California,Surfing,M,N,9,
1206,2008,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,9,51
1207,2008,Unprovoked,USA,Florida,Surfing,M,N,9,43
1208,2008,Unprovoked,USA,Florida,Surfing,M,N,9,15
1209,2008,Unprovoked,USA,Florida,Surfing,M,N,9,52
1210,2008,Unprovoked,USA,Florida,Surfing,M,N,9,
1211,2008,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,8,29
1212,2008,Invalid,USA,Hawaii,Swimming,M,,8,27
1213,2008,Provoked,ENGLAND,North Devon,Fishing,M,N,8,52
1214,2008,Unprovoked,USA,Florida,Surfing,M,N,8,19
1215,2008,Unprovoked,USA,Florida,Surfing,M,N,8,26
1216,2008,Unprovoked,USA,Florida,Surfing,M,N,8,20
1217,2008,Invalid,USA,North Carolina,Surfing,F,,8,20
1218,2008,Unprovoked,USA,Florida,Swimming,M,N,8,47
1219,2008,Invalid,USA,South Carolina,,M,,8,7
1220,2008,Unprovoked,USA,US Virgin Islands,Swimming,F,N,8,38
1221,2008,Unprovoked,USA,Florida,Swimming,F,N,8,13
1222,2008,Unprovoked,USA,Hawaii,Water Sports,M,N,8,
1223,2008,Unprovoked,AUSTRALIA,Victoria,Surfing,M,N,7,31
1224,2008,Unprovoked,SOUTH AFRICA,,,M,N,7,
1225,2008,Unprovoked,PANAMA,San Carlos,Surfing,M,N,7,
1226,2008,Unprovoked,MEXICO,Cabo San Lucas,Swimming,M,N,7,33
1227,2008,Unprovoked,USA,Hawaii,Swimming,M,N,7,
1228,2008,Unprovoked,USA,Florida,Surfing,M,N,7,17
1229,2008,Unprovoked,USA,Hawaii,Water Sports,F,N,7,44
1230,2008,Unprovoked,USA,North Carolina,Swimming,M,N,7,9
1231,2008,Unprovoked,USA,North Carolina,Swimming,F,N,7,8
1232,2008,Provoked,USA,Florida,Surfing,M,N,7,15
1233,2008,Unprovoked,USA,Florida,Swimming,M,N,7,16
1234,2008,Unprovoked,EGYPT,,Water Sports,M,N,7,
1235,2008,Invalid,USA,North Carolina,Surfing,M,,7,52
1236,2008,Unprovoked,USA,South Carolina,Surfing,M,N,7,24
1237,2008,Unprovoked,USA,North Carolina,Swimming,F,N,7,14
1238,2008,Unprovoked,USA,South Carolina,,F,N,7,17
1239,2008,Boat,UNITED KINGDOM,Sussex,Water Sports,M,N,7,16
1240,2008,Invalid,USA,Hawaii,Swimming,M,,6,53
1241,2008,Unprovoked,BAHAMAS,Abaco Islands,Fishing,M,N,6,42
1242,2008,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,6,46
1243,2008,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing,M,N,6,
1244,2008,Unprovoked,USA,Florida,Surfing,M,N,6,29
1245,2008,Unprovoked,USA,South Carolina,Swimming,M,N,6,37
1246,2008,Unprovoked,BRAZIL,Bahia,Surfing,M,N,6,
1247,2008,Boat,USA,California,Water Sports,F,N,6,40
1248,2008,Unprovoked,USA,Florida,Swimming,F,N,6,35
1249,2008,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,6,14
1250,2008,Unprovoked,USA,Florida,Surfing,M,N,6,40
1251,2008,Boat,SCOTLAND,Easter Ross,Fishing,,N,6,
1252,2008,Unprovoked,USA,South Carolina,Surfing,F,N,6,15
1253,2008,Unprovoked,BRAZIL,Pernambuco,Swimming,M,N,6,14
1254,2008,Unprovoked,USA,North Carolina,Surfing,M,N,5,9
1255,2008,Sea Disaster,BAHAMAS,Grand Bahama Island,Accident,M,N,5,
1256,2008,Unprovoked,MEXICO,Guerro,Surfing,M,N,5,49
1257,2008,Unprovoked,MEXICO,Guerro,Surfing,M,Y,5,21
1258,2008,Unprovoked,FIJI,Yasawa Islands,Water Sports,M,Y,5,28
1259,2008,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,N,5,37
1260,2008,Unprovoked,NEW CALEDONIA,North Province,Fishing,M,N,5,40
1261,2008,Unprovoked,USA,Florida,Swimming,M,N,5,6
1262,2008,Provoked,SOUTH AFRICA,,Fishing,M,N,5,24
1263,2008,Unprovoked,MEXICO,Guerro,Surfing,M,Y,4,24
1264,2008,Unprovoked,USA,Florida,Surfing,M,N,4,18
1265,2008,Unprovoked,USA,Florida,Surfing,M,N,4,24
1266,2008,Unprovoked,NEW CALEDONIA,North Province,Swimming,M,N,4,32
1267,2008,Provoked,USA,Florida,Surfing,M,N,4,21
1268,2008,Unprovoked,USA,California,Swimming,M,Y,4,66
1269,2008,Unprovoked,USA,Florida,Surfing,M,N,4,14
1271,2008,Invalid,SOUTH AFRICA,KwaZulu-Natal,Water Sports,M,,4,
1272,2008,Invalid,MEXICO,Quintana Roo,Swimming,M,,4,32
1273,2008,Invalid,AUSTRALIA,Queensland,Surfing,M,,4,19
1274,2008,Unprovoked,USA,Florida,Surfing,M,N,4,30
1275,2008,Unprovoked,FIJI,,Fishing,M,N,4,
1276,2008,Unprovoked,USA,Florida,Swimming,M,N,3,15
1277,2008,Unprovoked,USA,Florida,Surfing,,N,4,
1278,2008,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Y,4,16
1279,2008,Unprovoked,USA,Florida,Surfing,M,N,4,18
1280,2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N,3,39
1281,2008,Unprovoked,USA,Florida,Surfing,M,N,3,52
1282,2008,Unprovoked,USA,Florida,Surfing,M,N,3,
1283,2008,Unprovoked,USA,Florida,Surfing,M,N,3,13
1284,2008,Unprovoked,USA,Florida,Swimming,M,N,3,14
1285,2008,Unprovoked,USA,Florida,Surfing,M,N,3,8
1286,2008,Unprovoked,USA,California,Surfing,M,N,3,27
1287,2008,Unprovoked,BAHAMAS,Northern Bahamas,Water Sports,M,Y,2,49
1288,2008,Unprovoked,FRENCH POLYNESIA,Society Islands,Fishing,M,N,2,26
1289,2008,Unprovoked,USA,Florida,Surfing,M,N,2,25
1290,2008,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,N,2,14
1291,2008,Unprovoked,USA,Florida,Surfing,M,N,2,
1292,2008,Provoked,JAPAN,Tokyo Bay,Water Sports,M,,1,
1293,2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N,1,42
1294,2008,Provoked,AUSTRALIA,Queensland,Accident,M,N,1,20
1295,2008,Invalid,NEW ZEALAND,South Island,Swimming,M,,1,
1296,2008,Boat,NEW ZEALAND,North Island,Other,,N,1,
1297,2008,Unprovoked,USA,Florida,Surfing,M,N,1,20
1300,2007,Unprovoked,ECUADOR,Galapagos Islands,Surfing,M,N,12,24
1301,2007,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,Water Sports,M,,12,53
1302,2007,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,12,31
1303,2007,Unprovoked,AUSTRALIA,Queensland,Swimming,M,N,12,
1304,2007,Invalid,AUSTRALIA,New South Wales,Swimming,M,,12,34
1305,2007,Unprovoked,USA,Hawaii,Surfing,M,N,12,52
1306,2007,Unprovoked,NEW ZEALAND,South Island,Surfing,F,N,12,
1307,2007,Unprovoked,BRAZIL,Pernambuco,Fishing,M,N,12,28
1308,2007,Provoked,AUSTRALIA,Western Australia,Fishing,M,N,11,32
1309,2007,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,11,
1310,2007,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,11,14
1311,2007,Unprovoked,USA,Florida,Surfing,M,N,11,21
1312,2007,Unprovoked,USA,Florida,Surfing,M,N,11,42
1313,2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,11,37
1314,2007,Invalid,MEXICO,Baja California,Water Sports,M,,11,
1315,2007,Unprovoked,USA,Hawaii,Swimming,M,N,10,32
1316,2007,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,N,10,52
1317,2007,Unprovoked,AUSTRALIA,Queensland,Fishing,M,N,10,31
1318,2007,Unprovoked,USA,California,Surfing,M,N,10,22
1319,2007,Unprovoked,USA,Florida,Surfing,M,N,10,16
1320,2007,Unprovoked,USA,California,Surfing,M,N,9,
1321,2007,Sea Disaster,PHILIPPINES,Palawan,Other,M,Y,9,
1322,2007,Unprovoked,NEW CALEDONIA,Loyalty Islands,Swimming,F,Y,9,23
1323,2007,Unprovoked,BAHAMAS,Grand Bahama Island,Fishing,F,N,9,48
1324,2007,Unprovoked,USA,California,Surfing,F,N,9,
1325,2007,Unprovoked,EGYPT,Red Sea,Swimming,F,N,9,18
1326,2007,Invalid,USA,Florida,Water Sports,F,,9,
1327,2007,Unprovoked,USA,Florida,Surfing,F,N,9,
1328,2007,Unprovoked,USA,Florida,Surfing,M,N,9,23
1329,2007,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Fishing,M,N,9,
1330,2007,Unprovoked,USA,Florida,Swimming,M,N,9,56
1331,2007,Unprovoked,USA,Florida,Surfing,F,N,9,
1332,2007,Unprovoked,USA,Florida,Water Sports,M,N,9,14
1333,2007,Unprovoked,USA,Florida,Swimming,F,N,9,58
1334,2007,Unprovoked,USA,Florida,Swimming,F,N,9,36
1335,2007,Unprovoked,USA,South Carolina,Swimming,M,N,9,15
1336,2007,Unprovoked,USA,Florida,Swimming,F,N,9,12
1337,2007,Unprovoked,USA,Florida,Swimming,M,N,9,58
1338,2007,Unprovoked,USA,Hawaii,Surfing,M,N,8,15
1339,2007,Unprovoked,USA,California,Surfing,M,N,8,24
