,Year,Type,Country,Area,Activity,Sex ,Fatal (Y/N),Month,New_Age
2030,2000,Unprovoked,USA,North Carolina,Surfing,M,N,7,16
2031,2000,Unprovoked,USA,North Carolina,Surfing,M,N,7,14
2032,2000,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,7,15
2033,2000,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,7,18
2034,2000,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N,7,
2035,2000,Unprovoked, TONGA,Minerva Reef,Water Sports,M,N,7,69
2036,2000,Unprovoked,USA,Florida,Swimming,M,N,7,13
2037,2000,Unprovoked,USA,Florida,Swimming,M,N,7,41
2038,2000,Unprovoked,USA,Texas,Swimming,M,N,7,5
2039,2000,Unprovoked,USA,North Carolina,Other,F,N,7,12
2040,2000,Unprovoked,USA,Florida,Swimming,F,N,7,20
2041,2000,Unprovoked,USA,Florida,Fishing,F,N,7,55
2042,2000,Unprovoked,USA,Florida,Swimming,F,N,7,13
2043,2000,Unprovoked,USA,Florida,Swimming,F,N,7,19
2044,2000,Unprovoked,TANZANIA,,Swimming,,Y,7,
2045,2000,Unprovoked,PAPUA NEW GUINEA,Madang Province,,M,Y,6,
2046,2000,Boat,NEW ZEALAND,North Island,Fishing,M,N,6,
2047,2000,Unprovoked,USA,Florida,Swimming,M,N,6,52
2048,2000,Boat,USA,Florida,Water Sports,,N,6,
2049,2000,Unprovoked,USA,Texas,Surfing,M,N,6,17
2050,2000,Unprovoked,USA,Alabama,Swimming,M,N,6,55
2051,2000,Unprovoked,USA,Alabama,Swimming,M,N,6,44
2052,2000,Unprovoked,USA,Florida,Water Sports,M,N,6,13
2053,2000,Unprovoked,TANZANIA,,Swimming,M,Y,6,
2054,2000,Sea Disaster,NEW CALEDONIA,South Province,Surfing,,Y,5,
2056,2000,Unprovoked,PAPUA NEW GUINEA,Madang Province,Swimming,M,N,5,9
2057,2000,Unprovoked,PAPUA NEW GUINEA,Madang Province,Water Sports,M,Y,5,
2058,2000,Unprovoked,USA,Florida,Swimming,M,N,4,34
2059,2000,Unprovoked,USA,Florida,Surfing,M,N,4,
2060,2000,Unprovoked,USA,Florida,Fishing,M,N,3,
2061,2000,Unprovoked,AUSTRALIA,Queensland,Swimming,M,N,3,26
2062,2000,Unprovoked,USA,Florida,Surfing,F,N,3,14
2063,2000,Unprovoked,USA,Florida,Surfing,M,N,3,37
2064,2000,Unprovoked,NEW CALEDONIA,North Province,Fishing,M,Y,3,35
2065,2000,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,3,
2066,2000,Boat,AUSTRALIA,New South Wales,Water Sports,,N,3,
2067,2000,Boat,AUSTRALIA,New South Wales,Water Sports,,N,3,
2068,2000,Invalid,NEW ZEALAND,North Island,Water Sports,M,,3,27
2069,2000,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,N,3,
2070,2000,Unprovoked,USA,Louisiana,Fishing,M,N,3,39
2071,2000,Unprovoked,USA,Florida,,M,N,2,27
2072,2000,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,2,
2073,2000,Provoked,ENGLAND,Worcestershire,Other,M,N,2,
2074,2000,Unprovoked,NEW ZEALAND,South Island,Surfing,M,N,2,12
2075,2000,Unprovoked,AUSTRALIA,South Australia,Surfing,M,N,2,26
2076,2000,Boat,REUNION,,Surfing,M,Y,1,
2077,2000,Unprovoked,THAILAND,Phang nga Province,Water Sports,M,Y,1,35
2079,1999,Unprovoked,NEW ZEALAND,South Island,Surfing,M,N,12,15
2080,1999,Unprovoked,NEW ZEALAND,South Island,Swimming,F,N,12,13
2081,1999,Unprovoked,NEW ZEALAND,South Island,Swimming,F,N,12,12
2082,1999,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,12,18
2083,1999,Invalid,USA,California,Water Sports,M,,12,
2084,1999,Invalid,BRAZIL,Rio de Janeiro,Fishing,M,N,12,39
2085,1999,Unprovoked,USA,Florida,Surfing,M,N,12,35
2086,1999,Unprovoked,USA,Florida,Surfing,M,N,11,19
2087,1999,Unprovoked,USA,Hawaii,Swimming,F,N,11,51
2088,1999,Unprovoked,USA,California,Surfing,M,N,11,
2089,1999,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N,11,35
2090,1999,Unprovoked,BRAZIL,Rio de Janeiro,Surfing,M,N,11,39
2091,1999,Unprovoked,MARSHALL ISLANDS,Alinglaplap Atoll,Swimming,M,N,11,12
2092,1999,Unprovoked,MARSHALL ISLANDS,Alinglaplap Atoll,Swimming,M,N,11,12
2093,1999,Unprovoked,USA,Florida,Surfing,M,N,10,45
2094,1999,Unprovoked,USA,Florida,Surfing,M,N,10,13
2095,1999,Unprovoked,USA,Florida,Surfing,M,N,10,
2096,1999,Unprovoked,USA,Hawaii,Surfing,M,N,10,16
2097,1999,Unprovoked,USA,Florida,Surfing,M,N,9,22
2098,1999,Boat,ITALY,Adriatic Sea,Fishing,,N,9,
2099,1999,Unprovoked,USA,California,Water Sports,M,N,9,37
2100,1999,Unprovoked,USA,Florida,Swimming,F,N,9,61
2101,1999,Unprovoked,USA,South Carolina,Swimming,F,N,9,10
2102,1999,Unprovoked,USA,Florida,Surfing,M,N,9,13
2103,1999,Provoked,USA,Florida,Swimming,M,N,9,7
2104,1999,Unprovoked,USA,Florida,Surfing,M,N,9,39
2105,1999,Unprovoked,USA,Florida,Surfing,M,N,8,28
2106,1999,Unprovoked,USA,North Carolina,Surfing,M,N,8,
2107,1999,Unprovoked,MARSHALL ISLANDS,Ralik Chain,Fishing,M,N,8,23
2108,1999,Unprovoked,USA,Florida,Surfing,M,N,8,17
2109,1999,Unprovoked,USA,South Carolina,Other,M,N,8,10
2110,1999,Unprovoked,USA,Florida,Surfing,M,N,8,62
2111,1999,Unprovoked,BAHAMAS,Abaco Islands,Fishing,M,N,8,35
2112,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,7,42
2113,1999,Unprovoked,USA,Florida,Swimming,M,N,7,43
2114,1999,Unprovoked,USA,Hawaii,Surfing,M,N,7,43
2115,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,Y,7,14
2116,1999,Unprovoked,USA,South Carolina,,M,N,7,
2117,1999,Unprovoked,USA,Florida,Swimming,F,N,7,30
2118,1999,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,7,29
2119,1999,Unprovoked,USA,Florida,Other,M,N,6,20
2120,1999,Unprovoked,USA,Florida,Surfing,M,N,6,21
2121,1999,Unprovoked,USA,Florida,Swimming,M,N,6,41
2122,1999,Unprovoked,USA,Florida,Swimming,M,N,6,5
2123,1999,Unprovoked,AUSTRALIA,South Australia,Surfing,M,Y,5,22
2124,1999,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,5,21
2125,1999,Unprovoked,MAURITIUS,Grand Baie,Swimming,F,N,4,41
2126,1999,Unprovoked,REUNION,L' Etang Salé-les-Bains,Swimming,M,Y,4,52
2127,1999,Unprovoked,USA,Florida,Surfing,M,N,4,14
2128,1999,Unprovoked,NEW ZEALAND,South Island,Fishing,M,N,3,
2129,1999,Provoked,BRAZIL,Rio Grande de Norte,Other,M,N,3,
2130,1999,Unprovoked,USA,Hawaii,Swimming,F,Y,3,29
2131,1999,Unprovoked,NEW CALEDONIA,Loyalty Islands,Fishing,M,N,3,
2132,1999,Provoked,NEW ZEALAND,,Fishing,M,N,3,28
2133,1999,Unprovoked,USA,Hawaii,Surfing,M,N,3,18
2134,1999,Unprovoked,USA,Hawaii,Swimming,F,N,3,29
2135,1999,Boat,USA,North Carolina,Other,,N,2,
2136,1999,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,2,35
2137,1999,Unprovoked,USA,Florida,Surfing,M,N,2,25
2138,1999,Unprovoked,MAURITIUS,,Fishing,M,N,1,47
2139,1999,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,1,
2140,1999,Boat,NEW ZEALAND,North Island,Water Sports,,N,1,
2141,1999,Invalid,AUSTRALIA,Northern Territory,Fishing,F,,1,37
2142,1999,Unprovoked,REUNION,Saint-Leu,Fishing,,Y,1,
2145,1998,Provoked,USA,Florida,Surfing,M,N,12,19
2146,1998,Unprovoked,AUSTRALIA,South Australia,Swimming,F,N,12,21
2147,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,12,18
2148,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N,12,14
2149,1998,Unprovoked,AUSTRALIA,South Australia,Surfing,F,N,12,21
2150,1998,Unprovoked,USA,Florida,Swimming,M,Y,11,9
2151,1998,Unprovoked,USA,Florida,Surfing,M,N,11,14
2152,1998,Unprovoked,USA,Florida,Swimming,M,N,11,13
2153,1998,Unprovoked,USA,Oregon,Surfing,M,N,11,32
2154,1998,Provoked,JAPAN,Southern Japan,Fishing,M,N,11,52
2155,1998,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Y,11,22
2156,1998,Unprovoked,USA,Florida,Swimming,F,N,10,17
2157,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,10,30
2158,1998,Unprovoked,USA,Florida,Surfing,M,N,10,
2159,1998,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,10,17
2160,1998,Unprovoked,REUNION,Saint-Benoît,Water Sports,,N,10,
2161,1998,Unprovoked,USA,Florida,,M,N,10,28
2162,1998,Unprovoked,USA,Florida,Surfing,M,N,9,6
2163,1998,Unprovoked,USA,Florida,Surfing,M,N,9,18
2164,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N,9,
2165,1998,Unprovoked,USA,Florida,Surfing,M,N,9,28
2166,1998,Provoked,SENEGAL,Cap Vert Peninsula,Fishing,M,N,9,25
2167,1998,Unprovoked,USA,Florida,Surfing,M,N,8,26
2168,1998,Invalid,ITALY,Marches region,Fishing,,,8,
2169,1998,Unprovoked,USA,California,Surfing,M,N,8,16
2170,1998,Unprovoked,USA,Virginia,Fishing,M,N,8,
2171,1998,Unprovoked,BAHAMAS,Berry Islands,Fishing,M,N,8,28
2172,1998,Unprovoked,USA,Florida,Surfing,M,N,8,11
2173,1998,Provoked,SOUTH AFRICA,Transvaal,Fishing,M,N,8,
2174,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,8,19
2175,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing,M,N,8,24
2176,1998,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,7,
2177,1998,Unprovoked,USA,Florida,Surfing,M,N,7,13
2178,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,N,7,47
2179,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,7,16
2180,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,7,10
2181,1998,Unprovoked,AUSTRALIA,South Australia,Water Sports,M,Y,6,26
2182,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Y,6,20
2183,1998,Unprovoked,USA,Florida,Surfing,M,N,6,18
2184,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,6,
2185,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,5,17
2186,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,5,15
2187,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,5,16
2188,1998,Unprovoked,USA,Florida,Surfing,M,N,5,40
2189,1998,Unprovoked,USA,Florida,Swimming,F,N,5,14
2190,1998,Unprovoked,USA,Florida,Surfing,M,N,5,24
2191,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,5,22
2192,1998,Unprovoked,MOZAMBIQUE,Gaza,Other,F,Y,4,35
2193,1998,Unprovoked,USA,Oregon,Surfing,M,N,4,50
2194,1998,Provoked,USA,Florida,Water Sports,M,N,4,16
2195,1998,Unprovoked,BRAZIL,Pernambuco,Swimming,M,Y,4,
2197,1998,Unprovoked,USA,Florida,Swimming,M,N,3,40
2198,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing,M,N,3,33
2199,1998,Unprovoked,USA,Florida,Surfing,M,N,3,32
2200,1998,Unprovoked,USA,Florida,Swimming,M,N,2,
2201,1998,Invalid,AUSTRALIA,New South Wales,Fishing,M,,1,31
2202,1998,Unprovoked,NEW CALEDONIA,South Province,Surfing,M,N,1,
2203,1998,Unprovoked,REUNION,Grand'Anse,Swimming,M,Y,1,
2204,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,1,21
2205,1998,Unprovoked,AUSTRALIA,South Australia,Surfing,M,N,1,
2206,1998,Unprovoked,MOZAMBIQUE,Maputo Province,Surfing,M,N,1,23
2210,1997,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing,M,Y,12,39
2211,1997,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,12,
2212,1997,Invalid,USA,Florida,,F,,12,29
2213,1997,Unprovoked,USA,Florida,Swimming,M,N,12,8
2214,1997,Unprovoked,AUSTRALIA,Western Australia,Water Sports,M,N,11,42
2215,1997,Unprovoked,USA,Florida,Swimming,M,N,11,32
2216,1997,Invalid,AUSTRALIA,New South Wales,Other,M,,11,21
2217,1997,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,N,10,51
2218,1997,Unprovoked,USA,Hawaii,Surfing,M,N,10,19
2219,1997,Unprovoked,USA,Florida,Surfing,M,N,10,23
2220,1997,Unprovoked,USA,Florida,Surfing,M,N,10,12
2221,1997,Boat,SOUTH AFRICA,Eastern Cape Province,Fishing,,N,10,
2222,1997,Unprovoked,USA,Florida,Swimming,F,N,10,14
2223,1997,Unprovoked,BRAZIL,Pernambuco,Swimming,M,Y,9,20
2224,1997,Unprovoked,USA,Florida,Surfing,M,N,9,12
2225,1997,Unprovoked,USA,Florida,Surfing,,N,9,17
2226,1997,Unprovoked,USA,Florida,Surfing,M,N,9,20
2227,1997,Unprovoked,USA,Florida,Surfing,M,N,8,18
2228,1997,Unprovoked,USA,Florida,Surfing,M,N,8,22
2229,1997,Unprovoked,USA,California,Surfing,M,N,8,29
2230,1997,Invalid,MEXICO,Quintana Roo,Water Sports,M,,8,28
2231,1997,Unprovoked,MEXICO,Quintana Roo,Water Sports,M,Y,8,33
2232,1997,Unprovoked,USA,Florida,Swimming,F,N,8,12
2233,1997,Unprovoked,EGYPT,Red Sea,Fishing,M,N,8,17
2234,1997,Unprovoked,EGYPT,Red Sea,Fishing,M,Y,8,16
2235,1997,Unprovoked,USA,Florida,Surfing,M,N,8,17
2236,1997,Unprovoked,USA,Florida,Surfing,M,N,8,
2237,1997,Unprovoked,USA,Texas,Swimming,F,N,8,10
2238,1997,Unprovoked,USA,Florida,Fishing,M,N,8,
2239,1997,Unprovoked,USA,Florida,Surfing,M,N,8,17
2240,1997,Unprovoked,USA,Florida,Surfing,M,N,8,19
2241,1997,Unprovoked,AUSTRALIA,Queensland,Surfing,M,N,7,19
2242,1997,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Y,7,25
2243,1997,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,7,
2244,1997,Unprovoked,USA,South Carolina,Swimming,M,N,7,50
2245,1997,Unprovoked,OKINAWA,Miyako,Fishing,M,Y,7,55
2246,1997,Unprovoked,BRAZIL,Pernambuco,Surfing,,N,7,
2247,1997,Unprovoked,USA,Hawaii,Fishing,M,N,6,
2248,1997,Unprovoked,FIJI,Taveuni,Water Sports,F,N,6,47
2249,1997,Unprovoked,USA,Florida,Surfing,M,N,6,18
2251,1997,Unprovoked,USA,Florida,Surfing,M,N,6,33
2252,1997,Unprovoked,USA,Florida,Fishing,M,N,5,35
2253,1997,Unprovoked,USA,Florida,Surfing,M,N,5,34
2254,1997,Unprovoked,USA,Florida,Surfing,M,N,5,12
2255,1997,Unprovoked,BAHAMAS,Abaco Islands,Fishing,M,N,5,54
2256,1997,Unprovoked,BAHAMAS,Abaco Islands,Fishing,M,N,5,
2257,1997,Unprovoked,BRAZIL,Rio de Janeiro,Surfing,M,N,4,22
2258,1997,Unprovoked,AUSTRALIA,Queensland,Swimming,F,N,2,21
2259,1997,Unprovoked,AUSTRALIA,Queensland,Water Sports,M,N,2,30
2261,1997,Unprovoked,REUNION,L'Etang-Sale,,M,N,2,
2262,1997,Boat,AUSTRALIA,New South Wales,Water Sports,F,N,2,49
2263,1997,Unprovoked,AUSTRALIA,Queensland,Water Sports,M,N,1,27
2264,1997,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,Y,1,41
2265,1997,Unprovoked,REUNION,,Fishing,M,Y,1,
2266,1997,Boat,AUSTRALIA,Victoria,Other,,N,1,
2268,1996,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,12,
2269,1996,Unprovoked,NEW CALEDONIA,,Fishing,M,Y,12,
2270,1996,Unprovoked,NEW CALEDONIA,South Province,Other,F,N,12,
2271,1996,Unprovoked,USA,California,Surfing,M,N,11,45
2272,1996,Unprovoked,USA,Florida,Surfing,M,N,11,26
2273,1996,Unprovoked,BRAZIL,Pernambuco,Surfing,,N,10,
2274,1996,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,10,
2275,1996,Unprovoked,OKINAWA,Miyako Island,Swimming,M,Y,10,
2276,1996,Unprovoked,USA,California,Surfing,M,N,10,22
2277,1996,Unprovoked,USA,Florida,Surfing,M,N,10,21
2278,1996,Unprovoked,USA,California,Surfing,M,N,10,31
2280,1996,Unprovoked,USA,Florida,Swimming,M,N,9,14
2281,1996,Unprovoked,NEW ZEALAND,Chatham Islands ,Water Sports,M,N,9,23
2282,1996,Unprovoked,USA,Florida,Surfing,M,N,9,19
2283,1996,Unprovoked,USA,Florida,Swimming,M,N,9,5
2284,1996,Unprovoked,USA,Florida,Surfing,M,N,9,28
2285,1996,Invalid,USA,South Carolina,Surfing,F,,9,28
2286,1996,Provoked,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N,9,29
2287,1996,Unprovoked,USA,Hawaii,Surfing,M,N,8,19
2288,1996,Unprovoked,USA,California,Water Sports,M,N,8,36
2289,1996,Unprovoked,USA,Florida,Fishing,M,N,8,21
2290,1996,Unprovoked,USA,Florida,Swimming,F,N,7,8
2291,1996,Unprovoked,OKINAWA,Miyako,Swimming,M,Y,7,52
2292,1996,Unprovoked,EGYPT / ISRAEL,"South Sinai, Gulf of Aqaba",Water Sports,M,N,7,
2293,1996,Unprovoked,USA,Massachusetts,Swimming,M,N,7,46
2294,1996,Unprovoked,USA,Florida,Swimming,M,N,7,9
2296,1996,Unprovoked,USA,Florida,,M,N,7,18
2297,1996,Unprovoked,USA,Florida,Swimming,F,N,7,63
2298,1996,Unprovoked,BAHAMAS,Cat Cay,Water Sports,M,N,7,24
2299,1996,Unprovoked,USA,South Carolina,Surfing,F,N,6,24
2300,1996,Unprovoked,AUSTRALIA,Victoria,Surfing,M,N,6,
2301,1996,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N,6,
2302,1996,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,5,17
2303,1996,Invalid,AUSTRALIA,New South Wales,Water Sports,M,Y,5,45
2304,1996,Unprovoked,USA,Florida,Surfing,M,N,5,22
2305,1996,Unprovoked,SOUTH KOREA,,Water Sports,M,Y,5,33
2306,1996,Unprovoked,USA,Florida,Surfing,M,N,5,27
2308,1996,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,N,4,11
2309,1996,Unprovoked,AUSTRALIA,New South Wales,Swimming,F,N,4,16
2310,1996,Unprovoked,BRAZIL,Pernambuco,Swimming,M,Y,4,
2311,1996,Unprovoked,AUSTRALIA,Queensland,Swimming,F,N,3,47
2312,1996,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,N,3,7
2313,1996,Unprovoked,AUSTRALIA,New South Wales,Other,M,N,2,24
2314,1996,Provoked,USA,Missouri,Swimming,F,N,2,32
2315,1996,Unprovoked,PAPUA NEW GUINEA,Madang Province,,M,Y,2,
2317,1996,Unprovoked,PAPUA NEW GUINEA,Madang Province,Water Sports,,Y,2,14
2318,1996,Sea Disaster,DOMINICAN REPUBLIC,12 miles off the north coast,Accident,,Y,2,
2319,1996,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,N,2,7
2320,1996,Provoked,USA,Florida,Swimming,M,N,1,33
2321,1996,Unprovoked,AUSTRALIA,Queensland,Swimming,F,N,1,13
2322,1996,Unprovoked,USA,Hawaii,Swimming,M,N,1,53
2324,1996,Boat,AUSTRALIA,New South Wales,Other,,N,1,
2325,1996,Unprovoked,REUNION,Saint-Paul ,Surfing,M,Y,1,25
2329,1995,Unprovoked,NEW ZEALAND,"Chatham Islands, east of New  Zealand",Fishing,M,N,11,22
2330,1995,Invalid,USA,Hawaii,,M,,11,
2331,1995,Unprovoked,NORTHERN ARABIAN SEA,,Accident,M,N,11,
2332,1995,Unprovoked,AUSTRALIA,Queensland,,M,N,11,
2333,1995,Unprovoked,USA,Florida,Surfing,M,N,10,13
2334,1995,Unprovoked,USA,Florida,Surfing,M,N,10,17
2335,1995,Unprovoked,AUSTRALIA,Queensland,Swimming,F,N,10,15
2336,1995,Unprovoked,USA,Florida,Surfing,M,N,10,39
2337,1995,Unprovoked,USA,Florida,Surfing,M,N,9,14
2338,1995,Unprovoked,USA,Florida,Surfing,M,N,9,17
2339,1995,Unprovoked,USA,California,Surfing,M,N,9,25
2340,1995,Unprovoked,USA,Florida,Surfing,M,N,9,19
2341,1995,Unprovoked,USA,Florida,Swimming,F,N,9,19
2342,1995,Unprovoked,REUNION,Saint-Denis,Surfing,M,Y,9,
2343,1995,Unprovoked,USA,Florida,Water Sports,M,Y,9,25
2344,1995,Unprovoked,AUSTRALIA,Western Australia,Water Sports,M,Y,9,29
2345,1995,Unprovoked,USA,California,Surfing,M,N,9,32
2346,1995,Invalid,USA,North Carolina,Swimming,M,,9,9
2347,1995,Unprovoked,USA,Florida,Surfing,M,N,8,19
2348,1995,Unprovoked,USA,South Carolina,Swimming,M,N,8,44
2349,1995,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,8,
2350,1995,Unprovoked,USA,Florida,Surfing,M,N,8,16
2351,1995,Unprovoked,USA,Florida,Surfing,M,N,8,18
2352,1995,Unprovoked,USA,North Carolina,Swimming,M,N,8,16
2353,1995,Unprovoked,USA,North Carolina,Swimming,M,N,8,23
2354,1995,Unprovoked,USA,Florida,Surfing,M,N,8,19
2355,1995,Unprovoked,USA,North Carolina,Water Sports,,N,8,
2356,1995,Unprovoked,TONGA,Vavau,Fishing,M,N,8,18
2357,1995,Unprovoked,USA,Florida,Swimming,M,N,8,20
2358,1995,Invalid,USA,North Carolina,Swimming,M,,8,15
2359,1995,Unprovoked,USA,Florida,Surfing,M,N,8,20
2360,1995,Unprovoked,USA,South Carolina,Surfing,F,N,8,14
2361,1995,Unprovoked,USA,Florida,Surfing,M,N,8,12
2362,1995,Invalid,TONGA,Vavau,Fishing,M,,8,
2363,1995,Invalid,USA,California,Water Sports,M,,8,
2364,1995,Unprovoked,USA,Florida,Surfing,M,N,7,
2365,1995,Unprovoked,USA,Florida,Surfing,M,N,7,
2366,1995,Unprovoked,USA,Florida,Surfing,M,N,7,18
2367,1995,Unprovoked,USA,Florida,Swimming,M,N,7,18
2368,1995,Unprovoked,USA,South Carolina,,M,N,7,12
2369,1995,Unprovoked,USA,South Carolina,Swimming,F,N,7,7
2370,1995,Unprovoked,USA,Florida,Surfing,M,N,7,47
2371,1995,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Y,7,18
2372,1984,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,11,14
2373,1995,Unprovoked,USA,Texas,Surfing,M,N,7,34
2374,1995,Provoked,USA,Mississippi,Fishing,F,N,7,32
2375,1995,Provoked,USA,South Carolina,Surfing,M,N,7,
2376,1995,Unprovoked,USA,California,Water Sports,M,N,6,31
2377,1995,Unprovoked,USA,California,Water Sports,F,N,6,
2378,1995,Unprovoked,USA,Georgia,Swimming,M,N,6,13
2379,1995,Unprovoked,USA,South Carolina,Surfing,M,N,6,
2380,1995,Unprovoked,USA,Florida,Swimming,M,N,6,45
2381,1995,Unprovoked,USA,Florida,Swimming,F,N,6,10
2382,1995,Unprovoked,USA,Hawaii,Swimming,M,N,6,38
2383,1995,Unprovoked,HONG KONG,Clearwater Bay,Swimming,F,Y,6,45
2384,1995,Unprovoked,HONG KONG,New Territories,Swimming,M,Y,6,29
2385,1995,Unprovoked,HONG KONG,New Territories,Water Sports,,Y,5,44
2386,1995,Unprovoked,USA,Florida,Surfing,M,N,5,15
2387,1995,Unprovoked,FIJI,Yasawa Islands,Water Sports,M,Y,5,69
2389,1995,Unprovoked,SOUTH KOREA,,Water Sports,F,Y,5,44
2390,1995,Invalid,USA,Florida,,M,,4,12
2391,1995,Unprovoked,USA,Florida,,M,N,4,20
2392,1995,Unprovoked,AUSTRALIA,New South Wales,Water Sports,M,N,4,
2393,1995,Unprovoked,JAPAN,Aichi Prefecture,Water Sports,M,Y,4,47
2394,1995,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,N,3,
2395,1995,Unprovoked,AUSTRALIA,South Australia,Surfing,M,N,3,35
2396,1995,Unprovoked,BRAZIL,Maranhão,Swimming,,Y,3,
2397,1995,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N,2,22
2398,1995,Unprovoked,VENEZUELA,,Surfing,M,N,2,
2399,1995,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y,1,14
2400,1995,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,1,17
2405,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,12,26
2406,1994,Unprovoked,USA,Hawaii,Surfing,,N,12,
2407,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,12,
2408,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,12,
2410,1994,Invalid,AUSTRALIA,Queensland,Other,M,,12,44
2411,1994,Unprovoked,USA,California,Swimming,M,Y,12,42
2412,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Y,12,
2413,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing,M,N,11,
2414,1994,Unprovoked,USA,Hawaii,Surfing,F,N,11,34
2415,1994,Unprovoked,USA,Hawaii,Surfing,,N,11,
2416,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,,N,10,
2417,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,10,
2418,1994,Provoked,USA,Florida,Swimming,F,N,10,9
2419,1994,Unprovoked,USA,Florida,Surfing,M,N,10,16
2420,1994,Unprovoked,USA,South Carolina,Swimming,F,N,9,30
2421,1994,Unprovoked,USA,Oregon,Surfing,M,N,9,43
2422,1994,Sea Disaster,USA,Florida,Other,M,Y,9,7
2423,1994,Unprovoked,USA,Hawaii,Swimming,F,N,9,12
2425,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,7,15
2426,1994,Unprovoked,BRAZIL,Pernambuco,Swimming,M,Y,7,
2427,1994,Unprovoked,REUNION,Saint-Denis,Surfing,M,Y,7,24
2428,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Y,7,22
2429,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,7,31
2430,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,7,
2431,1994,Unprovoked,USA,Florida,Surfing,M,N,7,15
